Urządzenie;Oznaczenie;Ważne do;Zakład planow.
10219411;2-Pompa wirowa chemiczna;31.12.9999;PLPA
10219412;1-Zbiornik V=95m3;31.12.9999;PLPA
10219413;2-Pompa wirowa chemiczna;31.12.9999;PLPA
10219414;1-Zbiornik V=95m3;31.12.9999;PLPA
10219415;2-Pompa wirowa chemiczna;31.12.9999;PLPA
10219416;1-Zbiornik V=95m3;31.12.9999;PLPA
10219417;2-Pompa wirowa chemiczna;31.12.9999;PLPA
10219418;1-Pompa wirowa chemiczna korpus specjaln;31.12.9999;PLPA
10219419;1-Pompa wirowa chemiczna korpus specjaln;31.12.9999;PLPA
10219420;1-Pompa wirowa chemiczna korpus specjaln;31.12.9999;PLPA
10219421;"Zbiornik oleju rozpryskoweg ""0""";31.12.9999;PLPA
10219422;2-Pompa do usuwania oleju z deodoryzator;31.12.9999;PLPA
10219423;2-Pompa do usuwania oleju z deodoryzator;31.12.9999;PLPA
10219424;"Zbiornik buforowy zimnej wody ""0""";31.12.9999;PLPA
10219425;2-Pompa do usuwania oleju z deodoryzator;31.12.9999;PLPA
10219426;"Zbiornik buforowy gorącej wody ""0""";31.12.9999;PLPA
10219427;2-Pompa obiegowa gorącej wody;31.12.9999;PLPA
10219428;2-Pompa obiegowa gorącej wody;31.12.9999;PLPA
10219429;"Pompa kondensatu  ""0""";31.12.9999;PLPA
10219430;"Zbiornik barometryczny ""0""";31.12.9999;PLPA
10219431;2-Barometryczna pompa obiegowa;31.12.9999;PLPA
10219432;"Chłodnica wody ""1""";31.12.9999;PLPA
10219433;"Zbiornik kondesacyjny ""1""";31.12.9999;PLPA
10219434;"Chłodnica końcowa oleju ""1""";31.12.9999;PLPA
10219435;2-Pompa obiegowa wody chłodzącej;31.12.9999;PLPA
10219436;"Chłodnica końcowa oleju ""1""";31.12.9999;PLPA
10219437;2-Pompa obiegowa wody chłodzącej;31.12.9999;PLPA
10219438;"Stacja filtrów bezpieczeństwa ""2""";31.12.9999;PLPA
10219439;"Stacja filtrów doczyszczających ""2""";31.12.9999;PLPA
10219440;"Zbiornik kwasu cytrynowego ""2""";31.12.9999;PLPA
10219441;"Pompa obiegowa kwasów tłuszczowych ""2""";31.12.9999;PLPA
10219442;"Chłodnica kwasów tłuszczowych/wody ""2""";31.12.9999;PLPA
10219443;"Stacja do dozowania azotu NITROGEN ""2""";31.12.9999;PLPA
10219444;1-Jednostka próżniowa;31.12.9999;PLPA
10219445;1-Skruber kolumny;31.12.9999;PLPA
10219487;2-Panzerino (shutter);31.12.9999;PLPA
10219488;2-Paletka (nieistnieje);31.12.9999;PLPA
10219513;1-Szafy elektryczne;31.12.9999;PLPA
10219515;2-Podnośnik I (100.100);31.12.9999;PLPA
10219673;1-Waga przepływowa (kontrolna);31.12.9999;PLPA
10220403;2- Centralne smarowanie łańcucha;31.12.9999;PLPA
10220404;2-Synchronizator wafel ciemny;31.12.9999;PLPA
10220405;2-Synchronizator 2;31.12.9999;PLPA
10221676;2 - Pompa ciasta;31.12.9999;PLPA
10222355;2-Zbior. skład. sypkich nad mieszalnikie;31.12.9999;PLPA
10222454;3-System podajacy skladniki do miesz.;31.12.9999;PLPA
10222455;3-Filtr powietrza;31.12.9999;PLPA
10222456;2-Przenośnik dozowania mąki;31.12.9999;PLPA
10225905;1-Chłodnia produktu gotowego;31.12.9999;PLPA
10225983;2-Liniał wyrównujący - paletka (100.025);31.12.9999;PLPA
10225995;2-Przenośnik łukowy (100.010);31.12.9999;PLPA
10225996;2-Zesp.tran. z taś.pop.(100.020-100.021);31.12.9999;PLPA
10225997;2-Przen.Smart-belt Cant.100.051-100.052);31.12.9999;PLPA
10225998;2-Transporter BB-1300x1330 (100.053);31.12.9999;PLPA
10225999;2-Transporter BB-1300x1700 (100.055);31.12.9999;PLPA
10226000;2-Zesp. transp. podno.(100.111-100.112);31.12.9999;PLPA
10226001;2-Przenośnik łukowy (100.201);31.12.9999;PLPA
10226002;2-Przenośnik łukowy (100.202);31.12.9999;PLPA
10226003;2-Zesp. transp. do buf.(100.211-100.116);31.12.9999;PLPA
10226004;1-Zespół zimnych stempli;31.12.9999;PLPA
10226005;2-Centrala chłodnicza;31.12.9999;PLPA
10226006;2-Centrowanie form;31.12.9999;PLPA
10226021;2-Bufor z układem zasilania linii nr.1;31.12.9999;PLPA
10226022;2-Zesp. transp. podno.(100.311-100.312);31.12.9999;PLPA
10226023;2-Podnośnik II (100.300);31.12.9999;PLPA
10226024;2-Bufor z układem zasilania linii nr.2;31.12.9999;PLPA
10226025;2-Bufor z układem zasilania linii nr.3;31.12.9999;PLPA
10226026;2-Bufor z układem zasilania linii nr.4;31.12.9999;PLPA
10226030;1-System kontroli czystości form;31.12.9999;PLPA
10226031;1-Magazyn do wyciągania form;31.12.9999;PLPA
10226032;1-Magazyn do wkładania form;31.12.9999;PLPA
10226033;1-Zespół transporterów wafla jasnego;31.12.9999;PLPA
10226034;1-Zespół wycinania wafla ciemnego;31.12.9999;PLPA
10226035;2-Transportery tempa podawania z pieca A;31.12.9999;PLPA
10226036;3-Transporter taśmowy z pieca A;31.12.9999;PLPA
10226037;3-Transporter polikordowy z pieca A;31.12.9999;PLPA
10226038;3-Regulator tempa z pieca A;31.12.9999;PLPA
10226039;2-Transporter płytkowy z pieca A;31.12.9999;PLPA
10226040;2-Transportery tempa podawania z pieca C;31.12.9999;PLPA
10226041;2-Transporter płytkowy z pieca C;31.12.9999;PLPA
10226042;3-Transporter taśmowy z pieca C;31.12.9999;PLPA
10226043;3-Regulator tempa z pieca C;31.12.9999;PLPA
10226044;3-Transporter polikordowy z pieca C;31.12.9999;PLPA
10226045;3-Przekładacz 1- z pieca C (L-2,1);31.12.9999;PLPA
10226064;3-Przekładacz 1- z pieca A (L-1,1);31.12.9999;PLPA
10226065;3-Przekładacz 2- z pieca C (L-2,2);31.12.9999;PLPA
10226066;3-Przekładacz 2- z pieca A (L-1,2);31.12.9999;PLPA
10226067;2-Przekładacz finalny wafla ciemnego;31.12.9999;PLPA
10226068;3-Rozdrabniacz odpadu wafla;31.12.9999;PLPA
10226069;3-Rozdrabniacz odpadu wafla;31.12.9999;PLPA
10226070;2-Transportery odpadu wafla;31.12.9999;PLPA
10226071;2-Układ centralnego smarowania;31.12.9999;PLPA
10226072;2-Zespół przenośników;31.12.9999;PLPA
10226073;2-Robot Dielle 20;31.12.9999;PLPA
10226074;2-Robot Fanuc;31.12.9999;PLPA
10226075;1-Urządzenie do wyrównywania wafla;31.12.9999;PLPA
10226076;1-Instalacja tech. kremu jasnego;31.12.9999;PLPA
10226077;2-System wizyjny;31.12.9999;PLPA
10226078;1-Instalacja tech. kremu ciemnego;31.12.9999;PLPA
10226079;2-System wizyjny;31.12.9999;PLPA
10226080;1-Zespół wycinania wafla jasnego;31.12.9999;PLPA
10226083;2-Transportery tempa podawania z pieca B;31.12.9999;PLPA
10226084;3-Transporter taśmowy z pieca B;31.12.9999;PLPA
10226085;3-Regulator tempa z pieca B;31.12.9999;PLPA
10226086;3-Transporter polikordowy z pieca B;31.12.9999;PLPA
10226089;2-Transporter płytkowy z pieca B;31.12.9999;PLPA
10226090;3-Rozdrabniacz odpadu wafla;31.12.9999;PLPA
10226091;2-Transportery tempa podawania z pieca D;31.12.9999;PLPA
10226092;3-Transporter taśmowy z pieca D;31.12.9999;PLPA
10226093;3-Regulator tempa z pieca D;31.12.9999;PLPA
10226094;3-Transporter polikordowy z pieca C;31.12.9999;PLPA
10226095;3-Transporter polikordowy z pieca D;31.12.9999;PLPA
10226096;2-Transporter płytkowy z pieca D;31.12.9999;PLPA
10226097;3-Rozdrabniacz odpadu wafla;31.12.9999;PLPA
10226098;3-Przekładacz 1- z pieca B (L-2,1);31.12.9999;PLPA
10226099;3-Przekładacz 1- z pieca D (L-1,1);31.12.9999;PLPA
10226100;3-Przekładacz 2- z pieca D (L-1,2);31.12.9999;PLPA
10226101;3-Przekładacz 2- z pieca B (L-2,2);31.12.9999;PLPA
10226102;2-Synchronizator wafel jasny;31.12.9999;PLPA
10226103;2-Synchronizator 2;31.12.9999;PLPA
10226104;2-Przekładacz finalny wafla jasnego;31.12.9999;PLPA
10226105;2-Transportery odpadu wafla;31.12.9999;PLPA
10226106;2-Układ centralnego smarowania;31.12.9999;PLPA
10226244;2-Zestaw filtrów;31.12.9999;PLPA
10226245;1-Zespół klejenia wafli;31.12.9999;PLPA
10226246;1-System wizyjny;31.12.9999;PLPA
10226247;1-Stanowisko kontroli form;31.12.9999;PLPA
10226248;1-System wizyjny;31.12.9999;PLPA
10226249;1-System wizyjny;31.12.9999;PLPA
10226250;2-Zespół nawilżania wafla;31.12.9999;PLPA
10226251;2-System wizyjny;31.12.9999;PLPA
10226267;2-Pasteryzator wody;31.12.9999;PLPA
10226268;2-Zespół centrowania form(Różowe);31.12.9999;PLPA
10226269;2-Przekładacz;31.12.9999;PLPA
10226271;1-Zespół chłodnia;31.12.9999;PLPA
10226272;2-Przenośnik powrotu żółtych form;31.12.9999;PLPA
10226273;1-Zepół zdejmowania żółtych form;31.12.9999;PLPA
10226274;2-Zespół centrowania form;31.12.9999;PLPA
10226275;2-Zespół centrowania form;31.12.9999;PLPA
10226276;2-Zespół centrowania form;31.12.9999;PLPA
10226277;2-Zespół centrowania form;31.12.9999;PLPA
10226278;2-Zespół centrowania form;31.12.9999;PLPA
10226279;2-Zespół centrowania form;31.12.9999;PLPA
10226280;2-Zespół centrowania form;31.12.9999;PLPA
10226281;2-Zespół centrowania form;31.12.9999;PLPA
10226288;1-Zespół robota FANUC;31.12.9999;PLPA
10226289;3-Głowica robota;31.12.9999;PLPA
10226290;2-Zespół centrowania form;31.12.9999;PLPA
10226295;2-System wizyjny;31.12.9999;PLPA
10226296;2-System wizyjny II;31.12.9999;PLPA
10226297;2-Przenośnik taśmowy gotowego produktu;31.12.9999;PLPA
10226298;2-Przenośnik taśmowe odpadu;31.12.9999;PLPA
10226299;2-System wizyjny I;31.12.9999;PLPA
10226300;2-Stół wibracyjny;31.12.9999;PLPA
10226301;2-Stół wibracyjny;31.12.9999;PLPA
10226302;2-Zesp. prz. do opróżniania żółtych form;31.12.9999;PLPA
10226303;1-System wibracyjny form;31.12.9999;PLPA
10226304;2-Przenośnik łańcuchowy;31.12.9999;PLPA
10226726;2-Pompa powrotu;31.12.9999;PLPA
10226758;3-Transport BB-1300-4000 (100.020);31.12.9999;PLPA
10226760;3-Transp. poprz BB-250-2115 (100.021);31.12.9999;PLPA
10226761;4-Transp. odpadu BB-400-2500 (15.000);31.12.9999;PLPA
10226765;3-Transporter I BB-1300x1700 (100.111);31.12.9999;PLPA
10226766;3-Transporter II BB-1300x1700 (100.112);31.12.9999;PLPA
10226772;3-Transporter BB-1300x6800 (100.211);31.12.9999;PLPA
10226774;3-Transporter BB-1300x7585 (100.212);31.12.9999;PLPA
10226775;3-Transporter BB-1300x13600 (100.213);31.12.9999;PLPA
10226776;3-Transporter BB-1300x13600 (100.214);31.12.9999;PLPA
10226777;3-Transporter BB-1300x6800 (100.215);31.12.9999;PLPA
10226778;3-Transporter BB-1300x6800 (100.216);31.12.9999;PLPA
10226780;3-Transporter I BB-1300x1700 (100.311);31.12.9999;PLPA
10226783;3-Transporter II BB-1300x1700 (100.312);31.12.9999;PLPA
10226784;3-Transporter I BB-1300x1700 (100.341);31.12.9999;PLPA
10226785;3-Transporter II BB-1300x1700 (100.411);31.12.9999;PLPA
10226786;3-Transporter I BB-1300x4620 (100.351);31.12.9999;PLPA
10226787;3-Transporter II BB-1300x1700 (100.421);31.12.9999;PLPA
10226788;3-Transporter I BB-1300x4360 (100.361);31.12.9999;PLPA
10226789;3-Transporter II BB-1300x3400 (100.362);31.12.9999;PLPA
10226790;3-Transporter III BB-1300x1700 (100.431);31.12.9999;PLPA
10226791;3-Transporter I BB-1300x7270 (100.371);31.12.9999;PLPA
10226792;3-Transporter II BB-1300x3400 (100.372);31.12.9999;PLPA
10226793;3-Transporter III BB-1300x1700 (100.441);31.12.9999;PLPA
10226794;3-Przenośnik Smart-belt Cantilever;31.12.9999;PLPA
10226795;4-Transporter I BB-1300x400 (100.412);31.12.9999;PLPA
10226796;4-Transporter II BB-1300x200 (100.413);31.12.9999;PLPA
10226797;4-Transporter I BB-1300x200 (100.051);31.12.9999;PLPA
10226798;4-Transporter II BB-1300x240 (100.052);31.12.9999;PLPA
10226799;3-Przenośnik Smart-belt Cantilever;31.12.9999;PLPA
10226800;4-Transporter I BB-1300x400 (100.422);31.12.9999;PLPA
10226801;4-Transporter II BB-1300x200 (100.423);31.12.9999;PLPA
10226802;3-Przenośnik Smart-belt Cantilever;31.12.9999;PLPA
10226803;4-Transporter I BB-1300x400 (100.432);31.12.9999;PLPA
10226804;4-Transporter II BB-1300x200 (100.433);31.12.9999;PLPA
10226805;3-Przenośnik Smart-belt Cantilever;31.12.9999;PLPA
10226806;4-Transporter I BB-1300x400 (100.442);31.12.9999;PLPA
10226807;4-Transporter II BB-1300x200 (100.443);31.12.9999;PLPA
10226809;3-Zespół transport. zasilających linię 1;31.12.9999;PLPA
10226831;2-Pompa powrotu;31.12.9999;PLPA
10226832;2-Pompa powrotu;31.12.9999;PLPA
10226834;4-Transporter I BB-150x1650 (100.414);31.12.9999;PLPA
10226835;4-Transporter II BB-150x300 (100.415);31.12.9999;PLPA
10226836;4-Transporter III BB-150x300 (100.416);31.12.9999;PLPA
10226837;4-Transporter IV BB-150x1243 (100.418);31.12.9999;PLPA
10226838;3-Zespół transport. zasilających linię 2;31.12.9999;PLPA
10226839;4-Transporter I BB-150x1650 (100.424);31.12.9999;PLPA
10226840;4-Transporter II BB-150x300 (100.425);31.12.9999;PLPA
10226841;4-Transporter III BB-150x300 (100.426);31.12.9999;PLPA
10226842;4-Transporter IV BB-150x1243 (100.428);31.12.9999;PLPA
10226843;3-Zespół transport. zasilających linię 3;31.12.9999;PLPA
10226844;4-Transporter I BB-150x1650 (100.434);31.12.9999;PLPA
10226845;4-Transporter II BB-150x300 (100.435);31.12.9999;PLPA
10226846;4-Transporter III BB-150x300 (100.436);31.12.9999;PLPA
10226847;4-Transporter IV BB-150x1243 (100.438);31.12.9999;PLPA
10226848;3-Zespół transport. zasilających linię 4;31.12.9999;PLPA
10226849;4-Transporter I BB-150x1650 (100.444);31.12.9999;PLPA
10226850;4-Transporter II BB-150x300 (100.445);31.12.9999;PLPA
10226851;4-Transporter III BB-150x300 (100.446);31.12.9999;PLPA
10226852;4-Transporter IV BB-150x1243 (100.448);31.12.9999;PLPA
10226854;3-Przenośniki taśmowe odbiour produktu;31.12.9999;PLPA
10226855;1-Linia pakowania T2 - 1;31.12.9999;PLPA
10226863;2-Zespół transporterów FlexLink;31.12.9999;PLPA
10226864;4-Układ obracania produktów;31.12.9999;PLPA
10226865;2-Wykrywacz metali;31.12.9999;PLPA
10226866;2-System wizyjny;31.12.9999;PLPA
10226867;4-Układ zagęszczania produktu;31.12.9999;PLPA
10226868;2-Pakowaczka pozioma;31.12.9999;PLPA
10226869;1-Linia pakowania T2 - 2;31.12.9999;PLPA
10226870;1-Linia pakowania T2 - 3;31.12.9999;PLPA
10226871;1-Linia pakowania T2 - 4;31.12.9999;PLPA
10226872;2-Przenośniki taśmowe odbioru produktu;31.12.9999;PLPA
10226873;4-Układ obracania produktów;31.12.9999;PLPA
10226874;2-Wykrywacz metali;31.12.9999;PLPA
10226875;2-System wizyjny;31.12.9999;PLPA
10226876;4-Układ zagęszczania produktu;31.12.9999;PLPA
10226877;2-Pakowaczka pozioma;31.12.9999;PLPA
10226878;2-Przenośniki taśmowe odbioru produktu;31.12.9999;PLPA
10226879;4-Układ obracania produktów;31.12.9999;PLPA
10226880;2-Wykrywacz metali;31.12.9999;PLPA
10226881;2-System wizyjny;31.12.9999;PLPA
10226882;4-Układ zagęszczania produktu;31.12.9999;PLPA
10226883;2-Pakowaczka pozioma;31.12.9999;PLPA
10226884;2-Przenośniki taśmowe odbioru produktu;31.12.9999;PLPA
10226885;4-Układ obracania produktów;31.12.9999;PLPA
10226886;2-Wykrywacz metali;31.12.9999;PLPA
10226887;2-System wizyjny;31.12.9999;PLPA
10226888;4-Układ zagęszczania produktu;31.12.9999;PLPA
10226889;2-Pakowaczka pozioma;31.12.9999;PLPA
10226905;2-Strefa zmiany form;31.12.9999;PLPA
10226906;2-Przenośniki taśmowe odbioru produktu;31.12.9999;PLPA
10226908;2-Robot Fanuc;31.12.9999;PLPA
10226925;2 - Kartoniarka Abrigo 1;31.12.9999;PLPA
10226927;2- Kartoniarka Abrigo 2;31.12.9999;PLPA
10226944;1-Magazyn surowcow - konstrukcja;31.12.9999;PLPA
10226945;1-Magazyn surowcow - konstrukcja;31.12.9999;PLPA
10226946;TEST TEST;31.12.9999;PLPA
10226947;1-Dozowanie surowców płynnych;31.12.9999;PLPA
10227120;2 - Linia 1;31.12.9999;PLPA
10227125;2 - Linia 2;31.12.9999;PLPA
10227128;2 - Linia 3;31.12.9999;PLPA
10227137;2 - Linia 4;31.12.9999;PLPA
10227341;2-Spirala;31.12.9999;PLPA
10227342;2-Spirala;31.12.9999;PLPA
10227344;2-Owijarka palet;31.12.9999;PLPA
10227345;1-Układnica nr.1;31.12.9999;PLPA
10227352;1-Układnica nr.2;31.12.9999;PLPA
10227353;1-Układnica nr.3;31.12.9999;PLPA
10227354;1-Układnica nr.4;31.12.9999;PLPA
10227355;1-Układnica nr.5;31.12.9999;PLPA
10227356;1-Układnica nr.6;31.12.9999;PLPA
10227357;1-Układnica nr.7;31.12.9999;PLPA
10227358;1-Układnica nr.8;31.12.9999;PLPA
10227359;2-Zespół nawilżania wafla;31.12.9999;PLPA
10227372;1-Zespół odkurzaczy;31.12.9999;PLPA
10227375;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227376;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227377;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227378;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227379;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227380;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227381;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227382;2-Odkurzacz WIELAND;31.12.9999;PLPA
10227383;1-Pompa próżniowa API 164252;31.12.9999;PLPA
10227384;1-Pompa próżniowa API 850154;31.12.9999;PLPA
10227385;1-Pompa próżniowa API 1850229;31.12.9999;PLPA
10227386;1-Pompa próżniowa API 850155;31.12.9999;PLPA
10227387;1-Pompa próżniowa API 850156;31.12.9999;PLPA
10227388;1-Pompa próżniowa API 850153;31.12.9999;PLPA
10227389;1-Zbiornik do pomp próżniowych;31.12.9999;PLPA
10227391;2-Przenośniki wejściowe-korytarz 1;31.12.9999;PLPA
10227392;2-Przenośniki wyjśćiowe-korytarz 1;31.12.9999;PLPA
10227393;2-Konstrukcja-korytarz 1;31.12.9999;PLPA
10227394;2-Przenośniki wejściowe-korytarz 2;31.12.9999;PLPA
10227395;2-Przenośniki wyjściowe-korytarz 2;31.12.9999;PLPA
10227396;2-Konstrukcja-korytarz 2;31.12.9999;PLPA
10227397;2-Przenośniki wejściowe-korytarz 3;31.12.9999;PLPA
10227398;2-Przenośniki wyjściowe-korytarz 3;31.12.9999;PLPA
10227399;2-Konstrukcja-korytarz 3;31.12.9999;PLPA
10227400;2-Przenośniki wejściowe-korytarz 4;31.12.9999;PLPA
10227401;2-Przenośniki wyjściowe-korytarz 4;31.12.9999;PLPA
10227402;2-Konstrukcja-korytarz 4;31.12.9999;PLPA
10227403;2-Przenośniki wejściowe-korytarz 5;31.12.9999;PLPA
10227404;2-Przenośniki wyjściowe-korytarz 5;31.12.9999;PLPA
10227405;2-Konstrukcja-korytarz 5;31.12.9999;PLPA
10227406;2-Przenośniki wejściowe-korytarz 6;31.12.9999;PLPA
10227408;2-Przenośniki wyjściowe-korytarz 6;31.12.9999;PLPA
10227409;2-Konstrukcja-korytarz 6;31.12.9999;PLPA
10227410;2-Przenośniki wejściowe-korytarz 7;31.12.9999;PLPA
10227411;2-Przenośniki wyjściowe-korytarz 7;31.12.9999;PLPA
10227412;2-Konstrukcja-korytarz 7;31.12.9999;PLPA
10227413;2-Przenośniki wejściowe-korytarz 8;31.12.9999;PLPA
10227414;2-Przenośniki wyjściowe-korytarz 8;31.12.9999;PLPA
10227415;2-Konstrukcja-korytarz 8;31.12.9999;PLPA
10227421;1-Zawieszka nr.1;31.12.9999;PLPA
10227422;1-Zawieszka nr.2;31.12.9999;PLPA
10227423;1-Zawieszka nr.3;31.12.9999;PLPA
10227424;1-Zawieszka nr.4;31.12.9999;PLPA
10227425;1-Zawieszka nr.5;31.12.9999;PLPA
10227426;1-Zawieszka nr.6;31.12.9999;PLPA
10227427;1-Zawieszka nr.7;31.12.9999;PLPA
10227428;1-Zawieszka nr.8;31.12.9999;PLPA
10227429;1-Zawieszka nr.9;31.12.9999;PLPA
10227430;1-Zawieszka nr.10;31.12.9999;PLPA
10227431;1-Zawieszka nr.11;31.12.9999;PLPA
10227432;1-Zawieszka nr.12;31.12.9999;PLPA
10227433;1-Zawieszka nr.13;31.12.9999;PLPA
10227434;1-Zawieszka nr.14;31.12.9999;PLPA
10227435;1-Zawieszka nr.15;31.12.9999;PLPA
10227436;1-Zawieszka nr.16;31.12.9999;PLPA
10227437;1-Przenośniki buforowe;31.12.9999;PLPA
10227440;1-Wózki wahadłowe;31.12.9999;PLPA
10227441;2-Wózek LZ168;31.12.9999;PLPA
10227442;2-Wózek LZ169;31.12.9999;PLPA
10227443;2-Wózek LZ170;31.12.9999;PLPA
10227444;1-Przenośniki grawitacyjne;31.12.9999;PLPA
10227446;2-Spirala za T30 / Transporter;31.12.9999;PLPA
10227467;1-Zespół wind;31.12.9999;PLPA
10227468;2-Winda EP264;31.12.9999;PLPA
10227469;2-Winda EP265;31.12.9999;PLPA
10227470;2-Winda EP266;31.12.9999;PLPA
10227471;2-Winda EP267;31.12.9999;PLPA
10227472;1-Przenośniki do monorail;31.12.9999;PLPA
10227473;1-Odrzut palet;31.12.9999;PLPA
10227480;1-Budynek-Magazyn Odrzywołek;31.12.9999;PLPA
10227481;1-Windy i przenośniki;31.12.9999;PLPA
10227482;1-Przenośniki;31.12.9999;PLPA
10227483;1-Wózek wahadłowy;31.12.9999;PLPA
10227484;1-Nowy łącznik transportowy;31.12.9999;PLPA
10227485;2-Łącznik podwójny z HALI 1,2,3;31.12.9999;PLPA
10227486;2-Łącznik z B-ready;31.12.9999;PLPA
10227487;2-Trapo B-ready/Rocher;31.12.9999;PLPA
10227488;1-Budynek-Magazyn opakowań;31.12.9999;PLPA
10227489;1-Układnica nr.1;31.12.9999;PLPA
10227490;1-Układnica nr.2;31.12.9999;PLPA
10227491;1-Układnica nr.3;31.12.9999;PLPA
10227492;1-Układnica nr.4;31.12.9999;PLPA
10227495;1-Magazyn surowców;31.12.9999;PLPA
10227496;1-Przenośnik układnicy;31.12.9999;PLPA
10227497;1-Wciągniki Mleko;31.12.9999;PLPA
10227498;1-Wciągniki Kakao;31.12.9999;PLPA
10227499;1-Wciągniki Prażalnia orzechów;31.12.9999;PLPA
10227500;1-Wciągniki Preparacja 1;31.12.9999;PLPA
10227501;1-Wciągniki Preparacja 3;31.12.9999;PLPA
10227502;1-Wciągniki Nowa olejarnia;31.12.9999;PLPA
10227503;1-B-Ready / LWDO LIFT SERVICE;31.12.9999;PLPA
10227504;1-HUB / LWDO LIFT SERVICE;31.12.9999;PLPA
10227505;1-Preparacja 1 / IGV SPA MILANO;31.12.9999;PLPA
10227506;1-Kinder Bueno 2 / THYSSENKRUPP ELEVATOR;31.12.9999;PLPA
10227507;1-Nutella/Joy / THYSSENKRUPP ELEVATOR;31.12.9999;PLPA
10227508;1-Archiwum próbek/LIFT SERVICE KOMPONENT;31.12.9999;PLPA
10227509;1-Szatnia stara stołówka/LIFT SERVICE KO;31.12.9999;PLPA
10227510;1-Biurowiec / THYSSENKRUPP ELEVATOR;31.12.9999;PLPA
10227511;1-Budynek socjalny / LWDO LIFT SERVICE;31.12.9999;PLPA
10227512;1-Odrzywołek / SCHINDLER;31.12.9999;PLPA
10227542;1-Budynek - magazyn słoików;31.12.9999;PLPA
10227543;1-Temperówka mała/dekryst. czekolady;31.12.9999;PLPA
10227544;1-Temperówka mała/dekryst. kremu;31.12.9999;PLPA
10227545;1-Filtr samoczyszczący czekolady;31.12.9999;PLPA
10227546;1-Filtr samoczyszczący kremu;31.12.9999;PLPA
10227551;1-Instalacja technologiczna kremu;31.12.9999;PLPA
10227554;1-Transporter pionowy QIMAROX;31.12.9999;PLPA
10227557;1-Obracacz form 6;31.12.9999;PLPA
10227558;1-Orbital form 3;31.12.9999;PLPA
10227561;1-Zespół cental klimatyzacji;31.12.9999;PLPA
10227562;2-Chłodnia;31.12.9999;PLPA
10227563;2-Osuszacz powietrza;31.12.9999;PLPA
10227564;2-Centrala chłodnicza;31.12.9999;PLPA
10227565;1-Multipack  KARDEX;31.12.9999;PLPA
10227566;1-KINDER JOY/NUTELLA - KARDEX;31.12.9999;PLPA
10227567;1-KB2 - HANEL;31.12.9999;PLPA
10227568;1-FC - HANEL;31.12.9999;PLPA
10227570;2-Przenośnik taśmowy 40C podwójny SOLIFL;31.12.9999;PLPA
10227571;2-Przenośnik taśmowy typ Z-SOLIFLEX;31.12.9999;PLPA
10227572;2-Transporter odpadów;31.12.9999;PLPA
10227575;1-Budynek - magazyn form;31.12.9999;PLPA
10227576;1-Budynek - magazyn palet;31.12.9999;PLPA
10227577;1-Agilox FRANK - ROCHERONE;31.12.9999;PLPA
10227578;1-Agilox KLAUS - ROCHERONE;31.12.9999;PLPA
10227579;1-Agilox BASHER - ROCHERONE;31.12.9999;PLPA
10227580;1-Agilox REUBEN - KB2;31.12.9999;PLPA
10227581;1-Agilox MARIO - NUTELLA/KB3;31.12.9999;PLPA
10227582;1-Agilox MANUEL - NUTELLA/KB3;31.12.9999;PLPA
10227583;1-Agilox ERIKSEN - KJOY;31.12.9999;PLPA
10227584;1-Agilox MARYAM - MAG.OPAK./RAFFA./KBW/;31.12.9999;PLPA
10227585;2-Temperówka czekolady;31.12.9999;PLPA
10227586;2-Zespół filtrów;31.12.9999;PLPA
10227587;2-Zbiornik czekolady;31.12.9999;PLPA
10227588;2-Dekrystalizator;31.12.9999;PLPA
10227589;2-Temperówka czekolady;31.12.9999;PLPA
10227590;2-Centala klimatyzacji;31.12.9999;PLPA
10227591;2-Centala klimatyzacji;31.12.9999;PLPA
10227592;2-Centala klimatyzacji;31.12.9999;PLPA
10227644;2-Dociskacz kapsuł;31.12.9999;PLPA
10227645;2-Szafa sterownicza;31.12.9999;PLPA
10227646;2-Dociskacz kapsuł;31.12.9999;PLPA
10227647;2-Szafa sterownicza;31.12.9999;PLPA
10227648;2-Dociskacz kapsuł;31.12.9999;PLPA
10227649;2-Szafa sterownicza;31.12.9999;PLPA
10227650;3-Pompa próżniowa;31.12.9999;PLPA
10227651;3-Pompa próżniowa;31.12.9999;PLPA
10227652;3-Pompa próżniowa;31.12.9999;PLPA
10227660;1-Paletyzacja IHS;31.12.9999;PLPA
10227679;3-Transporter odpadu;31.12.9999;PLPA
10227689;2-Transportery modułowe;31.12.9999;PLPA
10227690;2-Podest pod centrale kilatyzacji;31.12.9999;PLPA
10227691;2-Głowica;31.12.9999;PLPA
10227692;2-Głowica;31.12.9999;PLPA
10227693;2-Głowica;31.12.9999;PLPA
10227694;2-Głowica;31.12.9999;PLPA
10227695;2-Głowica;31.12.9999;PLPA
10227696;2-Głowica;31.12.9999;PLPA
10227697;2-Głowica;31.12.9999;PLPA
10227698;2-Głowica;31.12.9999;PLPA
10227699;2-Głowica;31.12.9999;PLPA
10227700;2-Głowica;31.12.9999;PLPA
