Urządzenie;Oznaczenie;Ważne do;Zakład planow.
10079951;2-Linia KBW Wózek -Urządzenie podając;31.12.9999;PLPA
10079952;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079953;1-Linia KBueno - Fazator-układ liniujacy;31.12.9999;PLPA
10079954;2-Maszyna foliująca Bipack 2;31.12.9999;PLPA
10079955;1-Linia KBueno - Banderownica;31.12.9999;PLPA
10079956;2-KBW-Gniazdo pakowania i etykieciarka;31.12.9999;PLPA
10079957;2-Detektor metalu 2;31.12.9999;PLPA
10079958;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079959;1-Linia KBueno - Fazator-układ liniujacy;31.12.9999;PLPA
10079960;1-KB 5,6Gamba-Banderownica;31.12.9999;PLPA
10079961;2-Maszyna foliująca Flowpack 2;31.12.9999;PLPA
10079962;2-KB 5,6Gamba-Detektor metalu;31.12.9999;PLPA
10079963;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079964;1-Linia KBueno - Fazator-układ liniujacy;31.12.9999;PLPA
10079965;1-Linia KBueno - Banderownica;31.12.9999;PLPA
10079966;1-Linia KBW Urządzenie do łączenia pr;31.12.9999;PLPA
10079967;1-KB 5,6Gamba-Maszyna foliująca;31.12.9999;PLPA
10079968;2-Linia KBueno - Detektor metalu;31.12.9999;PLPA
10079969;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079970;1-KB 5,6Gamba-Fazator-układ liniujacy ba;31.12.9999;PLPA
10079971;1-Linia KBueno - Banderownica;31.12.9999;PLPA
10079972;1-Linia KBW Urządzenie do łączenia pr;31.12.9999;PLPA
10079973;1-KB 5,6Gamba-Maszyna foliująca;31.12.9999;PLPA
10079974;2-Linia KBueno - Detektor metalu;31.12.9999;PLPA
10079975;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079976;2-Fazator 1;31.12.9999;PLPA
10079977;1-KB 5,6Gamba-Banderownica;31.12.9999;PLPA
10079978;1-Linia KBW Urządzenie do łączenia pr;31.12.9999;PLPA
10079979;1-KB 5,6Gamba-Maszyna foliująca;31.12.9999;PLPA
10079980;2-KB 5,6Gamba-Detektor metalu;31.12.9999;PLPA
10079981;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079982;1-KB 5,6Gamba-Fazator-układ liniujacy ba;31.12.9999;PLPA
10079983;1-Linia KBueno - Banderownica;31.12.9999;PLPA
10079984;1-Linia KBW Urządzenie do łączenia pr;31.12.9999;PLPA
10079985;2-Maszyna foliująca Flowpack 1;31.12.9999;PLPA
10079986;2-Detektor metalu 1;31.12.9999;PLPA
10079987;1-Linia KBueno - Maszyna foliująca;31.12.9999;PLPA
10079988;1-KB 5,6Gamba-Maszyna foliująca;31.12.9999;PLPA
10079989;1-Linia KBW Urządzenie do łączenia pr;31.12.9999;PLPA
10079990;1-Linia KBueno - Kartoniarka do displaya;31.12.9999;PLPA
10079991;1-L.KB MernWhite - Kartoniarka do displa;31.12.9999;PLPA
10079992;1-L.KB MernWhite - Robot do nakładania c;31.12.9999;PLPA
10079993;1-Linia KBueno - Wyspa pakująca i  etyki;31.12.9999;PLPA
10079994;2-Linia KBueno - Robot do nakładania cza;31.12.9999;PLPA
10079995;1-Linia KBueno - Wyspa pakująca i  etyki;31.12.9999;PLPA
10079996;2-Linia KBueno - Robot do nakładania cza;31.12.9999;PLPA
10079997;2-KB-Platforma wagowa KCC150s+termin. wa;31.12.9999;PLPA
10079998;1-Linia KBueno - Wyspa pakująca i  etyki;31.12.9999;PLPA
10079999;1-Linia KBueno - Wyspa pakująca i  etyki;31.12.9999;PLPA
10080000;1-L.KB MernWhite  - Wyspa pakująca i  et;31.12.9999;PLPA
10080001;1-L.KB MernWhite - Wyspa pakująca i  ety;31.12.9999;PLPA
10080002;1-L.KB MernWhite - Robot do nakładania c;31.12.9999;PLPA
10080003;2-Linia KBueno - Waga przepływowa;31.12.9999;PLPA
10080004;2-URZĄDZENIE RENTGENOWSKIE EAGLE PACK 24;31.12.9999;PLPA
10080005;2-Urządzenie do rtg.Eagle Pack Low Profi;31.12.9999;PLPA
10080006;1-Linia KBW Maszyna do formowania pud;31.12.9999;PLPA
10080007;1-Linia KBW Maszyna do formowania pud;31.12.9999;PLPA
10080008;2-URZĄDZENIE RENTGENOWSKIE EAGLE PACK 24;31.12.9999;PLPA
10080009;2-Linia KBW Gniazdo pakowania kinder;31.12.9999;PLPA
10080010;2-Linia KBW Gniazdo pakowania kinder;31.12.9999;PLPA
10080011;2-Linia KBW Zespół transporterów płyt;31.12.9999;PLPA
10080012;2-Linia KBW Pakowarka pozioma z zasil;31.12.9999;PLPA
10080013;1-Klejarki;31.12.9999;PLPA
10080014;2-Linia KBueno - Klejarka;31.12.9999;PLPA
10080015;2-Linia KBueno - Klejarka;31.12.9999;PLPA
10080016;2-Linia KBueno - Klejarka;31.12.9999;PLPA
10080017;2-Linia KBueno - Klejarka;31.12.9999;PLPA
10080018;2-Linia KBueno - Dystrybutor kleju;31.12.9999;PLPA
10080019;2-KBW-Klejarka;31.12.9999;PLPA
10080020;2-L.KB MernWhite - Klejarka;31.12.9999;PLPA
10080021;2-L.KB MernWhite - Klejarka;31.12.9999;PLPA
10080022;1-Media;31.12.9999;PLPA
10080023;2-Linia KBueno - KB1 Gorąca woda;31.12.9999;PLPA
10080024;2-Linia KBueno - KB1 Zasilanie elektrycz;31.12.9999;PLPA
10080025;2-Linia KBueno - KB1 Powietrze;31.12.9999;PLPA
10080026;2-Linia KBueno - KB1 Schody i podesty;31.12.9999;PLPA
10080027;2-Linia KBueno - KB1 Instalacja próżni;31.12.9999;PLPA
10080028;2-Linia KBueno - KB1 Gaz;31.12.9999;PLPA
10080029;2-Linia KBueno - KB1 Para po ciśnieniem;31.12.9999;PLPA
10080030;2-Linia KBueno - Układ odsysania i praso;31.12.9999;PLPA
10080031;2-Linia KBueno - Zespół wytwarzania próż;31.12.9999;PLPA
10080032;2-Linia KBueno - Maszyna do czyszczenia;31.12.9999;PLPA
10080033;1-Linia KBueno - Pompa próżniowa;31.12.9999;PLPA
10080034;1-Linia KBueno - Pompa próżniowa;31.12.9999;PLPA
10080035;1-Linia KBueno - Pompa próżniowa;31.12.9999;PLPA
10080036;1-Linia KBueno - Pompa próżniowa;31.12.9999;PLPA
10080037;1-Linia KBueno - Pompa próżniowa;31.12.9999;PLPA
10080038;1-KBW-Maszyna do formowania pudełek;31.12.9999;PLPA
10080039;2-KBW-Klejarka;31.12.9999;PLPA
10080040;2-KBW-Klejarka;31.12.9999;PLPA
10080041;2-Drukarka;31.12.9999;PLPA
10080042;2-KBW-Transporter Flex Link T1;31.12.9999;PLPA
10080043;2-KBW-Transporter Flex Link T2;31.12.9999;PLPA
10080044;2-KBW-Transporter Flex Link T3;31.12.9999;PLPA
10080045;2-KBW-Transporter Flex Link T4;31.12.9999;PLPA
10080046;2-KBW-Transporter Flex Link T5;31.12.9999;PLPA
10080047;1-Paletyzer;31.12.9999;PLPA
10080048;2-Linia paletyzująca IHS KS/RA/KBW;31.12.9999;PLPA
10080049;2-GŁOWICA ETYKIETUJĄCA GAMMA QRC 160 SL/;31.12.9999;PLPA
10080050;2-GŁOWICA ETYKIETUJĄCA GAMMA QRC 160 SL/;31.12.9999;PLPA
10080051;2-KLEJARKA CONCEPT B8/4 KPC12 IK44 13459;31.12.9999;PLPA
10080052;1-Piec do wypieku wafla KJ;31.12.9999;PLPA
10080053;2-KJ Zbiornik olejowy 0,06 m3 do ciasta;31.12.9999;PLPA
10080054;2-KJ Zbiornik na mąkę 0,5 m3;31.12.9999;PLPA
10080055;2-KJ Zbiornik do ciasta 1,5 m3;31.12.9999;PLPA
10080056;2-KJ Zbiornik olejowy 120 L;31.12.9999;PLPA
10080057;1-Transporter ślimakowy odpadu;31.12.9999;PLPA
10080058;2-KJ Transporter wafla / Arka/;31.12.9999;PLPA
10080059;2-KJ Nawilżacz wafla;31.12.9999;PLPA
10080060;2-KJ Transporter wafla;31.12.9999;PLPA
10080061;1-Młynek odpadu;31.12.9999;PLPA
10080062;2-KJ Transporter wafla / Arka/;31.12.9999;PLPA
10080063;2-KJ Transporter;31.12.9999;PLPA
10080064;2-KJ Nawilżacz;31.12.9999;PLPA
10080065;2-KJ Transport pneumatyczny wafel PIC-PO;31.12.9999;PLPA
10080066;2-KJ Układ transporterów do wafli przed;31.12.9999;PLPA
10080067;2-KJ Transporter;31.12.9999;PLPA
10080068;2-Waga nierdzewna dwuzakresowa WPT30/60;31.12.9999;PLPA
10080069;1-Moduł tnący 1 002886;31.12.9999;PLPA
10080070;2-KJ Piłki wafla z przekładaczem muszele;31.12.9999;PLPA
10080071;2-KJ Młynek;31.12.9999;PLPA
10080072;2-KJ Transporter polikordowy 3-4m;31.12.9999;PLPA
10080073;2-KJ Piłki wafla z przekładaczem muszele;31.12.9999;PLPA
10080074;1-Nalewarka 2;31.12.9999;PLPA
10080075;2-KJ Zbiornik na krem 3 m3;31.12.9999;PLPA
10080076;2-KJ Pasteryzator / kuhler 3 /;31.12.9999;PLPA
10080077;1-Nalewarka 1;31.12.9999;PLPA
10080078;2-KJ Zbiornik na krem 3 m3;31.12.9999;PLPA
10080079;2-KJ Pasteryzator;31.12.9999;PLPA
10080080;1-KJ Modelator do Pic-Poca;31.12.9999;PLPA
10080081;2-KJ Chłodnia do Pic-Poca/modelator;31.12.9999;PLPA
10080082;2-KJ Przekładacz pic-poc;31.12.9999;PLPA
10080083;2-KJ Przekładacz pic-poc;31.12.9999;PLPA
10080084;2-KJ Transporter listwowy;31.12.9999;PLPA
10080085;1-KJ Temperówka czekolady;31.12.9999;PLPA
10080086;2-KJ Zbiornik na czekoladę do oblew pic;31.12.9999;PLPA
10080087;1-KJ Zespół do cyrkulacji granelli;31.12.9999;PLPA
10080088;2-KJ PRZENOŚNIKI KUBEŁKOWE WIESE SEB 2/0;31.12.9999;PLPA
10080089;2-KJ PRZENOŚNIKI KUBEŁKOWE WIESE SEB 2/0;31.12.9999;PLPA
10080090;1-KJ Tartufino linia KJ-Transporter modu;31.12.9999;PLPA
10080091;2-KJ-Podajnik form/POSA ACETATI;31.12.9999;PLPA
10080092;1-KJ Tartufino linia KJ-Zespól dozujący;31.12.9999;PLPA
10080093;2-KJ Tartufino linia KJ-Przekładacz t.do;31.12.9999;PLPA
10080094;2-KJ Osuszacz;31.12.9999;PLPA
10080095;2-KJ Osuszacz;31.12.9999;PLPA
10080096;2-KJ Osuszacz;31.12.9999;PLPA
10080097;2-KJ Tunel chłodniczy do tartufino /taśm;31.12.9999;PLPA
10080098;1-Modelator KJ wyposażenie dodatkowe;31.12.9999;PLPA
10080099;2-KJ Przyrząd do ozysku czesci jadalnej;31.12.9999;PLPA
10080100;2-KJ Zasilanie elektryczne;31.12.9999;PLPA
10080101;2-KJ DRUKARKA SMARTDATE 3C-WERSJA PRAWA;31.12.9999;PLPA
10080102;2-KJ AGREGAT WODY LODOWEJ CGWN 211 HE;31.12.9999;PLPA
10080103;1-MACCHINA ILPRA FOODPACK 400L;31.12.9999;PLPA
10080104;1-Urządzenie kontrolne do form KJ T16;31.12.9999;PLPA
10080105;1-KJ System kontroli modułów FOTOKOMÓRKA;31.12.9999;PLPA
10080106;1-Termoformatura - Manipulator;31.12.9999;PLPA
10080107;1- Maszyna termoformująca TFT1;31.12.9999;PLPA
10080108;1- Maszyna termoformująca TFT2;31.12.9999;PLPA
10080109;1-KJ System kontroli modułów FOTOKOMÓRKA;31.12.9999;PLPA
10080110;1-Termoformatura - Prasa belująca;31.12.9999;PLPA
10080111;1-Termoformatura - Zasilanie elektryczne;31.12.9999;PLPA
10080112;1-Termoformatura - Powietrze;31.12.9999;PLPA
10080113;1-Termoformatura - Drukarka atramentowa;31.12.9999;PLPA
10080114;1-Formy;31.12.9999;PLPA
10080115;1- Wtryskarka Elektr BMB2;31.12.9999;PLPA
10080116;1- Wtryskarka Elektr BMB1;31.12.9999;PLPA
10080117;2-WAGA AXIS;31.12.9999;PLPA
10080118;1-Urządzenie do pakowania w różne format;31.12.9999;PLPA
10080119;2-Syst.aplikacji zawieszki BuenoT2x3-tra;31.12.9999;PLPA
10080120;1-Kinder Joy lini-Modelator do K Joya;31.12.9999;PLPA
10080121;2-UKŁAD TRANSPORTERÓW KJ L=76mb T1-T7;31.12.9999;PLPA
10080122;2-Kinder Joy lini-Nalewarka ripieno;31.12.9999;PLPA
10080123;2-Kinder Joy lini-Nalewarka goccia;31.12.9999;PLPA
10080124;2-Kinder Joy lini-Pasteryzator / kuhler;31.12.9999;PLPA
10080125;2-Kinder Joy lini-Pasteryzator / kuhler;31.12.9999;PLPA
10080126;2-Kinder Joy lini-Zbiornik na krem ciemn;31.12.9999;PLPA
10080127;2-Kinder Joy lini-Zbiornik na krem ciemn;31.12.9999;PLPA
10080128;2-Kinder Joy lini-Sito wibracyjne;31.12.9999;PLPA
10080129;2-Kinder Joy lini-Pasteryzator do kremu;31.12.9999;PLPA
10080130;2-Kinder Joy lini-Pasteryzator do kremu;31.12.9999;PLPA
10080131;2-Kinder Joy lini-Tunel chłodniczy od go;31.12.9999;PLPA
10080132;1-Kinder Joy lini-Otwieracz form;31.12.9999;PLPA
10080133;1-Kinder Joy lini-Zamykacz form;31.12.9999;PLPA
10080134;1-Kinder Joy lini-Dociskacz form;31.12.9999;PLPA
10080135;2-Kinder Joy lini-Przekładacz złączonych;31.12.9999;PLPA
10080136;2-Kinder Joy lini-Przekładacz złozonych;31.12.9999;PLPA
10080137;1-Kinder Joy lini-Wyciskacz Pic-Poca;31.12.9999;PLPA
10080138;2-Kinder Joy lini-Przekładacz tartufino;31.12.9999;PLPA
10080139;1-Zgrzewarka termiczna diafr.z bobiny ST;31.12.9999;PLPA
10080140;1-Zgrzewarka termiczna diafr.z bobiny ST;31.12.9999;PLPA
10080141;1-Urządzenie dodatkowe;31.12.9999;PLPA
10080142;2-Urządzenie do mycia gorącowodne ciśnie;31.12.9999;PLPA
10080143;1-Pakowaczka T3 1;31.12.9999;PLPA
10080144;2-KJ lini-Drukarka 460MKIII;31.12.9999;PLPA
10080145;1-Pakowaczka T3 2;31.12.9999;PLPA
10080146;1-Linia pakująca Schubert;31.12.9999;PLPA
10080147;2-Drukarka WILLETT 460 MK III;31.12.9999;PLPA
10080148;1-Drukarka;31.12.9999;PLPA
10080149;1-Magazyn surowcow - konstrukcja;31.12.9999;PLPA
10080150;2-Rampa przeładunkowa PF10 Proline;31.12.9999;PLPA
10080151;2-Magazyn surowcow-3*Wciągnik łańcuchowy;31.12.9999;PLPA
10080152;2-Magazyn surowcow-Meble kuchenne;31.12.9999;PLPA
10080153;1-Wyposażenie informatyczne;31.12.9999;PLPA
10080154;2-2*Szafa SZB 42U 600x600 i 600x800  Int;31.12.9999;PLPA
10080155;2-Czytnik kodów kreskowych LS3408-ER2000;31.12.9999;PLPA
10080156;2-Czytnik kodów kreskowych LS3408-ER2000;31.12.9999;PLPA
10080157;2-Komp. HP dc7800 CMT/E65501G/250;31.12.9999;PLPA
10080158;2-Komp. Xplore TabletPC na wózek widłowy;31.12.9999;PLPA
10080159;2-Komp. Xplore TabletPC na wózek widłowy;31.12.9999;PLPA
10080160;2-ROUTER CISCO 2901 SOLIDEX;31.12.9999;PLPA
10080161;"""1-Magazyn Belsk(zwi.VIII'00;zwi.II,XII'";31.12.9999;PLPA
10080162;"""2-Magazyn III; (zwi.V'03VIII'03) PK450/";31.12.9999;PLPA
10080163;2-Waga wozowa Belsk;31.12.9999;PLPA
10080164;1-Komputery i urządzenia peryferyjne;31.12.9999;PLPA
10080165;2-Wyposażenie sali przy mag- system wide;31.12.9999;PLPA
10080166;"""2-4*Komp.HP dc7100/P4 530 512MB 40GB CD";31.12.9999;PLPA
10080167;2-Komp.HP EVO D530 PIV3.0GHZ/512MB/40GB/;31.12.9999;PLPA
10080168;2-Komp. HP dc7100CMT P4-550/80/512;31.12.9999;PLPA
10080169;2-Komp PC HP DC7600/3,0GHz/80GB/1GB;31.12.9999;PLPA
10080170;2-Komp. HP dc7800CMT C2D6550/1G/250G;31.12.9999;PLPA
10080171;2-Komp. HP dc7800CMT C2D6550/1G/250G;31.12.9999;PLPA
10080172;2-Komp. HP dc7800 CMT/E65501G/250;31.12.9999;PLPA
10080173;2-Komp. CQ8100;31.12.9999;PLPA
10080174;2-2 * Komp.Xplore Tablet PC iX104C3 SOL;31.12.9999;PLPA
10080175;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080176;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080177;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080178;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080179;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080180;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080181;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080182;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080183;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080184;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080185;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080186;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080187;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080188;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080189;2-15 * Komp.Xplore Tablet PC iX104C3 SO;31.12.9999;PLPA
10080190;2-Computer 8100;31.12.9999;PLPA
10080191;2-HP EliteBook 2540p;31.12.9999;PLPA
10080192;2-Computer 8100;31.12.9999;PLPA
10080193;2-HP 2540 DockStation;31.12.9999;PLPA
10080194;2-Computer 8100;31.12.9999;PLPA
10080195;2-Computer 8100;31.12.9999;PLPA
10080196;2-Computer 8100;31.12.9999;PLPA
10080197;2-Computer 8100;31.12.9999;PLPA
10080198;2-2 * Monitor Cpq / H;31.12.9999;PLPA
10080199;"2-2 * Mon.Philips 17 """" LCD , pre -2 *";31.12.9999;PLPA
10080200;"2-Mon . LCD 19 """" """" Eizo L768 gray""";31.12.9999;PLPA
10080201;"2-Monitor Philips 170S6FB 17 """" LCD""";31.12.9999;PLPA
10080202;"2-Monitor Philips 170S6FB 17 """" LCD""";31.12.9999;PLPA
10080203;"2-Monitor Philips 170S6FB 17 """" LCD""";31.12.9999;PLPA
10080204;2-Monitor Philips 170S6FB 17'LCD;31.12.9999;PLPA
10080205;2-Monitor Philips 170S6FB 17'LCD;31.12.9999;PLPA
10080206;"2-Philips Mon.17 """" LCD 170P6ES""";31.12.9999;PLPA
10080207;"2-Philips Mon.17 """" LCD 170P6ES""";31.12.9999;PLPA
10080208;"2-Philips Mon.17 """" LCD 170P6ES""";31.12.9999;PLPA
10080209;"2-Philips Mon.17 """" LCD 170P6ES""";31.12.9999;PLPA
10080210;"2-Philips Mon.17 """" LCD 170P7ES""";31.12.9999;PLPA
10080211;"2-Philips Mon.17 """" LCD 170P7ES""";31.12.9999;PLPA
10080212;"2-The HP 17 """"TFT L1706""";31.12.9999;PLPA
10080213;"2-The HP 17 """"TFT L1706""";31.12.9999;PLPA
10080214;"2-Mon . HP LP1965 19 """" LCD""";31.12.9999;PLPA
10080215;2-The HP LP1965;31.12.9999;PLPA
10080216;2-HP P2015dn;31.12.9999;PLPA
10080217;"2-LA2205wg LCD Monitor 22 """"""";31.12.9999;PLPA
10080218;"2-LA2205wg LCD Monitor 22 """"""";31.12.9999;PLPA
10080219;"2-LA2205wg LCD Monitor 22 """"""";31.12.9999;PLPA
10080220;2-PRINTER HP LJ1320N;31.12.9999;PLPA
10080221;2-Printing . HP LaserJet 1320n;31.12.9999;PLPA
10080222;2-LaserJet P2015 Printer;31.12.9999;PLPA
10080223;2-LaserJet P2015 Printer;31.12.9999;PLPA
10080224;2-HP Laser Jet P2015n;31.12.9999;PLPA
10080225;2-HP LaserJet P2055dn - 6398;31.12.9999;PLPA
10080226;2-Laser Printer HP LaserJet CP3525dn - 6;31.12.9999;PLPA
10080227;2-Barcode Reader Dragon M101 433MHz equi;31.12.9999;PLPA
10080228;2-Fax B- 180 + cartrige MP20/30/50;31.12.9999;PLPA
10080229;2-Warehouse Belsk -Fax Olivetti OFX9000;31.12.9999;PLPA
10080230;2-Camera sony DSCW 510B;31.12.9999;PLPA
10080231;2-1 * Barcode Scanners Gryphon M100 ( 3Z;31.12.9999;PLPA
10080232;2-Gryphon M100 radio czyt.kodów kresk.nr;31.12.9999;PLPA
10080233;"2-1 * Gryphon M100 or radio ; 1Z2 * bef";31.12.9999;PLPA
10080234;2-4 * Barcode reader Dragon M101 / D 433;31.12.9999;PLPA
10080235;2-Barcode Reader Dragon M101 / D 433MHz;31.12.9999;PLPA
10080236;2-4 * Barcode reader Dragon M101 433MHz;31.12.9999;PLPA
10080237;2-2 * Barcode reader Dragon M101 433MHz;31.12.9999;PLPA
10080238;2-4 * Barcode reader Dragon M101 433MHz;31.12.9999;PLPA
10080239;2-3 * Barcode reader Dragon M131 433MHz;31.12.9999;PLPA
10080240;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080241;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080242;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080243;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080244;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080245;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080246;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080247;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080248;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080249;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080250;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080251;2-12 * AIR- LAP 1242 Access Point SOLID;31.12.9999;PLPA
10080252;2-telecommunications cabinet RITTAL SOL;31.12.9999;PLPA
10080253;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080254;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080255;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080256;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080257;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080258;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080259;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080260;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080261;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080262;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080263;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080264;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080265;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080266;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080267;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080268;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080269;"2-17 * LS3408 barcode reader SOLIDEX ;";31.12.9999;PLPA
10080270;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080271;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080272;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080273;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080274;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080275;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080276;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080277;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080278;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080279;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080280;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080281;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080282;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080283;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080284;2-15 * AIR- LAP 1252 Access Point SOLID;31.12.9999;PLPA
10080285;2-3 * AIR- LAP 1131 Access Point SOLIDE;31.12.9999;PLPA
10080286;2-3 * AIR- LAP 1131 Access Point SOLIDE;31.12.9999;PLPA
10080287;2-3 * AIR- LAP 1131 Access Point SOLIDE;31.12.9999;PLPA
10080288;2-Weighing software WAGMASTER supply and;31.12.9999;PLPA
10080289;2-prog.WCS - STANDARD -K9;31.12.9999;PLPA
10080290;1-Zone to make pallets 298,70 m2 and KBI;31.12.9999;PLPA
10080291;1-Building exports - design;31.12.9999;PLPA
10080292;1-General Service and Equipment;31.12.9999;PLPA
10080293;2-Suite of furniture (Annex SAP) 1158;31.12.9999;PLPA
10080294;2-Suite of furniture (Annex SAP) 1158;31.12.9999;PLPA
10080295;2-Suite of furniture (Annex SAP) 1158;31.12.9999;PLPA
10080296;2-Straight desk 90x60x72 feet metallic;31.12.9999;PLPA
10080297;"2-Desk right L160xp ; container ; start";31.12.9999;PLPA
10080298;2-Desk Angle of container;31.12.9999;PLPA
10080299;2-Desk 160 + container 4szuf . + Seat So;31.12.9999;PLPA
10080300;2-2- person sofa , armchair , coffee tab;31.12.9999;PLPA
10080301;2-Cabinet acts low two doors. 80x43;31.12.9999;PLPA
10080302;2-Swivel armchair Partner PT102;31.12.9999;PLPA
10080303;2-carpet bud.Urzędu Customs MURBET;31.12.9999;PLPA
10080304;1-Computers and peripherals;31.12.9999;PLPA
10080305;2-video projector TDP- EW25 Tochiba;31.12.9999;PLPA
10080306;2-HP Color LaserJet MFP CM2320fix;31.12.9999;PLPA
10080307;2-Comp HP dc7800CMT C2D6550/1G/250G;31.12.9999;PLPA
10080308;2-HP dc7900 SFF Comp E8400/160/2GB/XP;31.12.9999;PLPA
10080309;2-The HP Cq8100 i5- 650 - 6398;31.12.9999;PLPA
10080310;2-The HP Cq8100 i5- 650 - 6398;31.12.9999;PLPA
10080311;2-Computer 8100;31.12.9999;PLPA
10080312;2-Computer 8100;31.12.9999;PLPA
10080313;2-Computer 8100;31.12.9999;PLPA
